正在执行的函数是:-		now
正在执行的函数是:-		now
正在执行的函数是:-		now
正在执行的函数是:-		happy
正在执行的函数是:-	2019-07-20 12:43:32.157887	now
正在执行的函数是:-	2019-07-20 12:43:32.171870	happy
正在执行的函数是:-	2019-07-20 12:55:11.204195	d
正在执行的函数是:-	2019-07-20 13:00:26.055364	a
正在执行的函数是:-	2019-07-20 13:00:26.062361	b
正在执行的函数是:-	2019-07-20 13:00:26.070357	c
正在执行的函数是:-	2019-07-20 13:00:26.075354	d
